wall_time,x_m,y_m,z_m,roll_rad,pitch_rad
1789203269.3504062,0.88102047346248,4.79175938392903,2.0018188302134097,0.007729317392653056,-0.0796023153252965
1789203269.3560061,0.881018461638547,4.791778553887637,2.0018244076175864,0.007723633038086923,-0.07956409963081708
1789203269.3603575,0.8810171237671587,4.791791324693468,2.0018281251371217,0.007719852185006024,-0.07953867364608073
1789203269.3659408,0.8810151216934188,4.791810468883166,2.001833700625197,0.0077141933526448485,-0.07950060707877388
1789203269.370456,0.8810137903196463,4.791823222581989,2.0018374168446535,0.007710429256432009,-0.07947527899072214
1789203269.3758774,0.8810117979807142,4.791842341224349,2.001842990337564,0.007704795463672157,-0.07943735874395305
1789203269.380322,0.8810104730837842,4.791855077975469,2.0018467051875652,0.0077010479941628926,-0.07941212770198859
1789203269.3860083,0.8810084905147302,4.7918741708228465,2.0018522764445175,0.007695439295110403,-0.07937435382069452
1789203269.3902485,0.881007172050003,4.791886890843709,2.001855989840819,0.007691708292475582,-0.07934921835924738
1789203269.3957238,0.8810051992786048,4.791905957655423,2.0018615586109534,0.0076861244467325346,-0.0793115887942294
1789203269.4001672,0.8810038873581298,4.791918660144301,2.0018652702210753,0.007682410260246894,-0.07928655086137677
1789203269.4058254,0.8810019243329804,4.791937700950116,2.001870836252547,0.007676851441896997,-0.0792490657079055
1789203269.410138,0.8810006188681017,4.791950386285646,2.0018745460032688,0.007673153810986539,-0.0792241229619755
1789203269.415647,0.8809986654693092,4.791969401623014,2.001880109201588,0.007667619637491032,-0.07918677912753333
1789203269.4200191,0.8809973663863947,4.791982070147337,2.001883817036421,0.00766393831438083,-0.07916192967999122
1789203269.425504,0.8809954224216061,4.792001061049956,2.0018893774482565,0.007658428425379721,-0.07912472448828606
1789203269.4299548,0.8809941294983915,4.7920137140919055,2.0018930835704043,0.007654762676127852,-0.07909996333674205
1789203269.4354708,0.880992194771049,4.7920326818328665,2.00189864136974,0.0076492760576594545,-0.07906289034972884
1789203269.4399135,0.880990907999429,4.792045319483719,2.0019023457154117,0.007645625769796676,-0.07903821704252667
1789203269.445471,0.8809889824822779,4.792064264226645,2.001907900790077,0.007640162256526663,-0.07900127513194105
1789203269.450001,0.8809877018370069,4.792076886608586,2.001911603278077,0.007636527315849796,-0.07897668873053973
1789203269.455658,0.8809857855718938,4.792095808015435,2.001917155372019,0.007631086728976249,-0.0789398763427276
1789203269.4602342,0.880984511172968,4.792108414265282,2.0019208556571164,0.007627467501460632,-0.07891537893912681
1789203269.466122,0.8809826042057467,4.792127311749935,2.0019264043932146,0.007622050309130523,-0.07887869822727328
1789203269.4704998,0.8809813359632647,4.792139902224243,2.0019301024108,0.007618446557637895,-0.07885428756805068
1789203269.476155,0.880979438174114,4.792158776289975,2.001935647709418,0.0076130524018426515,-0.07881773560525362
1789203269.4806144,0.8809781760153222,4.792171351308174,2.0019393434137847,0.007609463892471394,-0.0787934099321784
1789203269.4860995,0.8809762873025258,4.792190202415772,2.001944885212863,0.007604092431620474,-0.078756984247479
1789203269.4894602,0.8809750310781655,4.79220276280595,2.001948578699249,0.00760051894295895,-0.0787327419854179
1789203269.4960666,0.8809731511329757,4.792221592845376,2.0019541173399844,0.007595169148127531,-0.07869643586446015
1789203269.4994063,0.8809719007520901,4.792234139221838,2.0019578086926253,0.007591610047955367,-0.07867227314027934
1789203269.5064046,0.8809700295609111,4.79225294830506,2.0019633440820916,0.007586281762778266,-0.0786360858759874
1789203269.509546,0.8809687850892084,4.792265480232508,2.001967033094959,0.007582736948734365,-0.07861200196763957
1789203269.5164704,0.8809669228291417,4.792284267069099,2.001972564720839,0.007577430710202157,-0.07857593660240825
1789203269.5200825,0.8809656842690192,4.792296784331708,2.001976251198489,0.0075739004887899935,-0.07855193291396101
1789203269.525908,0.8809638308202749,4.79231554940386,2.0019817789902854,0.007568615976432569,-0.07851598654524772
1789203269.5306423,0.8809625981000935,4.792328052304883,2.0019854628938663,0.007565100131720363,-0.07849206138346639
1789203269.536484,0.880960753363592,4.792346796047313,2.001990986800451,0.007559837026821222,-0.07845623168357453
1789203269.539721,0.8809595264213674,4.79235928486596,2.001994668098788,0.0075563353510410824,-0.07843238358389495
1789203269.5466034,0.8809576903085132,4.792378007684819,2.002000188075727,0.007551093349479146,-0.07839666843629647
1789203269.5500119,0.8809564689295777,4.792390483709511,2.0020038670195595,0.007547605410959889,-0.07837289451405398
1789203269.5556748,0.8809546410836699,4.792409187884079,2.002009383567952,0.007542383567742133,-0.0783372880519987
1789203269.5602572,0.8809534252807504,4.792421651109568,2.002013060099374,0.007538908796513003,-0.07831358501410485
1789203269.5659847,0.880951605708149,4.792440336644748,2.0020185731151137,0.007533706772595827,-0.07827808527772655
1789203269.5706053,0.8809503954694743,4.792452787113432,2.0020222471570066,0.007530245337733017,-0.0782544541830579
1789203269.5763018,0.8809485843726589,4.792471452580974,2.002027756099862,0.007525063476853415,-0.07821906306166593
1789203269.579904,0.8809473797943075,4.792483889481228,2.0020314273060063,0.007521615716265754,-0.07819550550573248
1789203269.585696,0.8809455771243953,4.792502534839631,2.0020369319705336,0.007516454210771159,-0.0781602232654869
1789203269.5900447,0.8809443781263273,4.792514958486046,2.0020406003122604,0.007513019914729645,-0.07813673747760293
1789203269.5957065,0.8809425837759652,4.792533584179608,2.0020461006661807,0.007507878449079958,-0.07810156178743168
